IMDB ID,Title,Actors,Writer,Genre,Plot
tt0330251,The L Word,"Jennifer Beals, Leisha Hailey, Laurel Holloman, Mia Kirshner","Michele Abbott, Ilene Chaiken, Kathy Greenberg","Drama, Romance","Follows the lives and loves of a small, close-knit group of gay women living in Los Angeles as well as the friends and family members that either support or loathe them."
tt4179452,The Last Kingdom,"Alexander Dreymon, Ian Hart, David Dawson, Eliza Butterworth",  ,"Action, Drama, History","The year is 872, and many of the separate kingdoms of what we now know as England have fallen to the invading Danes, leaving the great kingdom of Wessex standing alone and defiant under the..."
tt3230454,The Last Man on Earth,"Will Forte, Kristen Schaal, January Jones, Mel Rodriguez",Will Forte,"Action, Comedy, Drama, Romance, Sci-Fi","Almost two years after a virus wiped out most of the human race, Phil Miller only wishes for some company, but soon gets more than he bargained for when that company shows up in the form of other survivors."
tt5363912,The Last O.G.,"Allen Maldonado, Tiffany Haddish, Taylor Mosby, Derek Gaines","John Carcieri, Jordan Peele",Comedy,An ex-con is shocked to see just how much the world has changed when he is released from prison for good behavior after a 15-year stint and returns to his newly gentrified Brooklyn neighborhood.
tt2402207,The Last Ship,"Eric Dane, Adam Baldwin, Charles Parnell, Travis Van Winkle","Steven Kane, Hank Steinberg","Action, Drama, Sci-Fi, Thriller, War",The crew of a naval destroyer is forced to confront the reality of a new existence when a pandemic kills off most of the earth's population.
tt1480684,The League,"Mark Duplass, Jonathan Lajoie, Nick Kroll, Stephen Rannazzisi","Jackie Marcus Schaffer, Jeff Schaffer","Comedy, Sport",An ensemble comedy that follows a group of old friends in a fantasy football league who care deeply about one another -- so deeply that they use every opportunity to make each other's lives miserable.
tt2699128,The Leftovers,"Justin Theroux, Amy Brenneman, Christopher Eccleston, Chris Zylka","Damon Lindelof, Tom Perrotta","Drama, Fantasy, Mystery","Three years after the disappearance of two percent of the global population, a group of people in a small New York community try to continue their lives while coping with the tragedy of the unexplained nature of the event."
tt1695360,The Legend of Korra,"Janet Varney, Jeff Bennett, Dee Bradley Baker, P.J. Byrne","Michael Dante DiMartino, Bryan Konietzko","Animation, Action, Adventure, Drama, Family, Fantasy, Sci-Fi",Avatar Korra fights to keep Republic City safe from the evil forces of both the physical and spiritual worlds.
tt7401028,The Legend of the Galactic Heroes: Die Neue These Seiran,"Mamoru Miyano, Ken'ichi Suzumura, Yuichiro Umehara, Yoshimitsu Shimoyama",Yoshiki Tanaka (creator),"Animation, Action, Drama","In humanity's distant future, two interstellar states-the monarchic Galactic Empire and the democratic Free Planets Alliance-are embroiled in a never-ending war. The story focuses on the ..."
tt3663490,The Librarians,"Rebecca Romijn, Christian Kane, Lindy Booth, John Harlan Kim",John Rogers,"Action, Adventure, Comedy, Drama, Fantasy","A group of librarians sets off on adventures in an effort to save mysterious, ancient artifacts."
tt3793630,The Lion Guard,"Max Charles, Joshua Rush, Diamond White, Atticus Shaffer",Ford Riley,"Animation, Action, Adventure, Comedy, Family, Fantasy, Music","Kion, the son of Simba, leads his friends known as the Lion Guard to protect the Pride Lands."
tt6474236,The Looming Tower,"Jeff Daniels, Tahar Rahim, Wrenn Schmidt, Bill Camp",  ,"Drama, History",A look at how the rivalry between the CIA and FBI inadvertently set the stage for the tragedy of 9/11 and the war in Afghanistan.
tt1726839,The Looney Tunes Show,"Jeff Bergman, Bob Bergen, Fred Armisen, Kristen Wiig",  ,"Animation, Comedy, Family",An updated iteration of the classic Looney Tunes characters focusing on their satirical misadventures living in suburbia.
tt2777882,The Lord of the Skies,"Rafael Amaya, Carmen Aub, Fernanda Castillo, Lisa Owen",  ,"Action, Crime, Drama, Romance, Thriller","On the fifth Season the "" Lord of the Skies"" comes back stronger than ever to hunt down his enemies."
tt0830361,The Lost Room,"Peter Krause, Julianna Margulies, Peter Jacobson, Dennis Christopher",  ,"Action, Fantasy, Mystery, Sci-Fi","A detective investigates a mysterious motel room, which acts as a portal to an alternate universe."
tt4859164,The Loud House,"Jessica DiCicco, Grey Griffin, Catherine Taber, Lara Jill Miller",Chris Savino,"Animation, Action, Comedy, Family","Lincoln Loud is an eleven-year-old boy who lives with ten sisters. With the help of his right-hand man Clyde, Lincoln finds new ways to survive in such a large family every day."
tt4254242,The Magicians,"Jason Ralph, Stella Maeve, Hale Appleman, Arjun Gupta",  ,"Drama, Fantasy","After being recruited to a secretive academy, a group of students discover that the magic they read about as children is very real-and more dangerous than they ever imagined."
tt0052490,The Many Loves of Dobie Gillis,"Dwayne Hickman, Bob Denver, Frank Faylen, Florida Friebus",Max Shulman,"Comedy, Family","Sensitive teenager Dobie Gillis exasperates his grocer father Herbert T. Gillis and is the apple of his mother Winnie Gillis' eye. Dobie has an almost singular focus on the opposite sex, ..."
tt0816407,The Melancholy of Haruhi Suzumiya,"Tomokazu Sugita, Aya Hirano, Minori Chihara, Yûko Gotô",  ,"Animation, Comedy, Sci-Fi","The crazy adventures of the SOS Brigade, led by the insane but charismatic Haruhi."
tt1196946,The Mentalist,"Simon Baker, Robin Tunney, Tim Kang, Owain Yeoman",Bruno Heller,"Crime, Drama, Mystery, Thriller","A famous ""psychic"" outs himself as a fake, and starts working as a consultant for the California Bureau of Investigation so he can find ""Red John"", the madman who killed his wife and daughter."
tt0427582,The Method,"Eduardo Noriega, Najwa Nimri, Eduard Fernández, Pablo Echarri","Jordi Galceran (play), Mateo Gil (screenplay), Marcelo Piñeyro (screenplay)","Comedy, Crime, Drama","During IMF & World Bank Summit and demonstrations which upset Madrid, like other capitals, major corporation Dekia holds interviews to recruit a top executive from seven applicants. Their ..."
tt5638056,The Mick,"Kaitlin Olson, Sofia Black-D'Elia, Thomas Barbusca, Carla Jimenez","Dave Chernin, John Chernin",Comedy,A hard-living aunt is forced to take care of her wealthy sister's spoiled kids after the mom flees the country to avoid criminal charges.
tt1442464,The Middle,"Patricia Heaton, Neil Flynn, Charlie McDermott, Eden Sher","Eileen Heisler, DeAnn Heline",Comedy,"The daily mishaps of a married woman and her semi-dysfunctional family and their attempts to survive life in general in the town of Orson, Indiana."
tt2211129,The Mindy Project,"Mindy Kaling, Ike Barinholtz, Ed Weeks, Chris Messina",Mindy Kaling,Comedy,"A young Ob/Gyn doctor balances her personal and professional life, surrounded by quirky co-workers in a small office."
tt4136774,The Ministry of Time,"Nacho Fresneda, Cayetana Guillén Cuervo, Juan Gea, Francesca Piñón","Javier Olivares, Pablo Olivares","Adventure, Comedy, Fantasy, Sci-Fi","A warrior from the 16th Century, the first female university student from the 19th Century, and a paramedic from the 21st Century join a secret agency to prevent people from changing Spanish history using time-traveling doors."
tt3877200,The Missing,"Tchéky Karyo, Anastasia Hille, David Morrissey, Keeley Hawes",  ,"Crime, Drama, Mystery","When Tony and Emily Hughes travel to France with their 5-year-old son Oliver, their family holiday turns into a nightmare when Oliver disappears from a large celebrating crowd in Northern France."
tt0884328,The Mist,"Thomas Jane, Marcia Gay Harden, Laurie Holden, Andre Braugher","Frank Darabont (screenplay), Stephen King (novel)","Horror, Sci-Fi","A freak storm unleashes a species of bloodthirsty creatures on a small town, where a small band of citizens hole up in a supermarket and fight for their lives."
tt5839698,The Morose Mononokean,"Amber Lee Connors, Aaron Dismuke, Jason Liebrecht, Jun'ichi Suwabe",  ,Animation,"The start of Hanae Ashiya's high school career has not been easy-he has spent all of the first week in the infirmary, and his inexplicable condition is only getting worse. The cause of his ..."
tt0057773,The Munsters,"Fred Gwynne, Al Lewis, Yvonne De Carlo, Butch Patrick","Ed Haas, Norm Liebmann","Comedy, Family, Fantasy, Horror","A family of friendly monsters have misadventures, never quite understanding why people react to them so strangely."
tt2733252,The Musketeers,"Luke Pasqualino, Tom Burke, Santiago Cabrera, Howard Charles",Adrian Hodges,"Adventure, Drama","Set on the streets of 17th-century Paris, ""The Musketeers"" gives a contemporary take on the classic story about a group of highly trained soldiers and bodyguards assigned to protect King and country."
tt3187578,The Mysteries of Laura,"Debra Messing, Josh Lucas, Laz Alonso, Janina Gavankar",Jeff Rake,"Comedy, Crime, Mystery",A New York City homicide detective cracks case after case while raising wild twin boys and locking horns with her less than helpful police detective ex-husband.
tt0462128,The New Adventures of Old Christine,"Julia Louis-Dreyfus, Clark Gregg, Hamish Linklater, Trevor Gagnon",Kari Lizer,Comedy,A divorced mom tries to keep pace with everyone around her.
tt1870479,The Newsroom,"Jeff Daniels, Emily Mortimer, John Gallagher Jr., Alison Pill",Aaron Sorkin,Drama,"A newsroom undergoes some changes in its workings and morals as a new team is brought in, bringing unexpected results for its existing news anchor."
tt2374744,The Next Step,"Victoria Baldesarra, Brittany Raymond, Trevor Tordjman, Isaac Lupien",Frank van Keeken,"Drama, Family, Romance","As the A-Troupe dancers prepare for the regional dance competition, relationships and loyalties are put to the test at the Next Step studio."
tt1399664,The Night Manager,"Hugh Laurie, Tom Hiddleston, Elizabeth Debicki, Olivia Colman",  ,"Crime, Drama, Mystery, Thriller",The night manager of a Cairo hotel is recruited to infiltrate an arms dealer's inner circle.
tt2401256,The Night Of,"Riz Ahmed, Bill Camp, Payman Maadi, John Turturro",  ,"Crime, Drama","After a night of partying with a woman he picked up, a man wakes up to find her stabbed to death and is charged with her murder."
tt2477230,The Night Shift,"Eoin Macken, Jill Flint, Brendan Fehr, Robert Bailey Jr.","Jeff Judah, Gabe Sachs","Drama, Romance",A group of doctors from the Army return to work the night shift at a hospital in San Antonio.
tt0362359,The O.C.,"Peter Gallagher, Kelly Rowan, Ben McKenzie, Adam Brody",Josh Schwartz,"Comedy, Drama, Romance","A troubled youth becomes embroiled in the lives of a close-knit group of people in the wealthy, upper-class neighborhood of Newport Beach, Orange County, California."
tt4635282,The OA,"Brit Marling, Emory Cohen, Patrick Gibson, Ian Alexander","Zal Batmanglij, Brit Marling","Drama, Fantasy, Mystery, Sci-Fi","Having gone missing seven years ago, the previously blind Prairie returns home, now in her twenties with her sight restored. While many believe she is a miracle, others worry that she could be dangerous."
tt7461200,The Oath,"Ike Barinholtz, Tiffany Haddish, Nora Dunn, Chris Ellis",Ike Barinholtz,"Comedy, Thriller","In a politically divided America, a man struggles to make it through the Thanksgiving holiday without destroying his family."
tt1710177,The Octonauts,"Ross Breen, Keith Wickham, Jo Wyatt, Simon Greenall",  ,Animation,"An intrepid band of explorers roam the oceans in search of adventure and fun. Led by a valiant polar bear and a daredevil kitten, these eight talented critters are always ready to embark on an exciting new mission."
tt0386676,The Office,"Rainn Wilson, John Krasinski, Jenna Fischer, Leslie David Baker","Greg Daniels, Ricky Gervais, Stephen Merchant",Comedy,"A mockumentary on a group of typical office workers, where the workday consists of ego clashes, inappropriate behavior, and tedium."
tt8295472,The Order,"Jake Manley, Sarah Grey, Adam DiMarco, Katharine Isabelle","Dennis Heaton, Shelley Eriksen","Drama, Fantasy, Horror","Out to avenge his mother's death, a college student pledges to a secret order and lands in a war between werewolves and practitioners of dark magic."
tt2632424,The Originals,"Joseph Morgan, Daniel Gillies, Charles Michael Davis, Phoebe Tonkin",Julie Plec,"Drama, Fantasy, Horror, Mystery",A family of power-hungry thousand year old vampires look to take back the city that they built and dominate all those who have done them wrong.
tt5691552,The Orville,"Seth MacFarlane, Adrianne Palicki, Penny Johnson Jerald, Scott Grimes",Seth MacFarlane,"Adventure, Comedy, Drama, Sci-Fi",An exploratory ship from Earth faces intergalactic challenges 400 years in the future.
tt7612548,The Outpost,"Jessica Green, Imogen Waterhouse, Anand Desai-Barochia, Jake Stormoen","Jason Faller, Kynan Griffin","Action, Fantasy","Talon, the lone survivor of the Blackbloods, sets off to track her family's killers, and discovers her supernatural powers, which she must learn to harness."
tt0374463,The Pacific,"James Badge Dale, Joseph Mazzello, Jon Seda, Ashton Holmes",  ,"Action, Adventure, Drama, History, War","The Pacific Theatre of World War II, as seen through the eyes of several young Marines."
tt1074206,The Passage,"Mark-Paul Gosselaar, Saniyya Sidney, Jamie McShane, Caroline Chikezie",Liz Heldens,"Action, Adventure, Drama, Fantasy, Horror, Sci-Fi","When a botched U.S. government experiment turns a group of death row inmates into highly infectious vampires, an orphan girl might be the only person able to stop the ensuing crisis."
tt0892700,The Penguins of Madagascar,"John DiMaggio, Tom McGrath, Jeff Bennett, James Patrick Stuart",Eric Darnell,"Animation, Action, Adventure, Comedy, Family, Sci-Fi",The daily adventures of penguins living in New York's Central Park Zoo.
tt2296348,The Pet Girl of Sakurasou,"Yoshitsugu Matsuoka, Ai Kayano, Mariko Nakatsu, Natsumi Takamori",  ,"Animation, Comedy, Drama, Romance","Sakura Dormitory is a dorm of the high school affiliated with Suimei University of the Arts (often shortened as Suiko), which hosts the strangest, most trouble-making students. After being ..."
tt0063939,The Pink Panther Show,"Paul Frees, Rich Little",  ,"Animation, Comedy, Family","The Pink Panther is a heroic, moral cartoon cat with pink fur and the manners of an English aristocrat. He only becomes flustered or angry at obtuse or offensive humans who try to disrupt ..."
tt0175058,The Powerpuff Girls,"Cathy Cavadini, Tom Kenny, Elizabeth Daily, Tara Strong","Craig McCracken, Chris Savino","Animation, Action, Comedy, Family, Fantasy, Sci-Fi","Three super-powered little girls constantly save the world (or at least the city of Townsville) from monsters, would-be conquerers and a few other gross things."
tt0118437,The Practice,"Steve Harris, Camryn Manheim, Michael Badalucco, Dylan McDermott",David E. Kelley,"Crime, Drama, Mystery, Romance, Thriller",We follow the exploits and cases of defense attorneys of a Boston law firm. Bobby Donnell is the senior defense attorney and founder of the firm.
tt0115320,The Pretender,"Michael T. Weiss, Andrea Parker, Patrick Bauchau, Jon Gries","Steven Long Mitchell, Craig W. Van Sickle","Drama, Mystery, Sci-Fi, Thriller","A specially gifted man, with the ability to instantly master any skill, escapes from a secret testing facility and travels the country taking on different jobs and helping strangers while hiding from his kidnappers."
tt3080030,The Profit,Marcus Lemonis,  ,Reality-TV,Marcus Lemonis is a successful businessman who saves failing businesses with his knowledge and his own $2 million dollar fund.
tt7668518,The Protector,"Çagatay Ulusoy, Ayça Aysin Turan, Hazar Ergüçlü, Okan Yalabik",Binnur Karaevli,"Action, Fantasy, Sci-Fi","Given mystical powers by a talismanic keepsake, a young man embarks on a quest to fight shadowy forces and solve a mystery from his past."
tt5675620,The Punisher,"Jon Bernthal, Amber Rose Revah, Ben Barnes, Jason R. Moore",Steve Lightfoot,"Action, Adventure, Crime, Drama, Sci-Fi, Thriller","After the murder of his family, Marine veteran Frank Castle becomes the vigilante known as ""The Punisher,"" with only one goal in mind: to avenge them."
tt3443306,The Qwaser of Stigmata,Minori Chihara,  ,"Animation, Action, Comedy, Drama, Fantasy","When tomo and her adopted sister Mafuyu Oribe rescue a strange wounded man, they have no idea what they're getting involved with or what the consequences will be. Alexander Nikolaevith Hell..."
tt6656238,The Rain,"Alba August, Lucas Lynggaard Tønnesen, Mikkel Boe Følsgaard, Lukas Løkken","Jannik Tai Mosholt, Christian Potalivo, Esben Toft Jacobsen","Sci-Fi, Thriller","After a brutal virus wipes out most of the population, two young siblings embark on a perilous search for safety."
tt4998212,The Ranch,"Ashton Kutcher, Debra Winger, Sam Elliott, Grady Lee Richmond","Jim Patterson, Don Reo","Comedy, Drama",The son of a Colorado rancher returns home from a semi-pro football career to run the family business.
tt0090506,The Real Ghostbusters,"Frank Welker, Maurice LaMarche, Arsenio Hall, Lorenzo Music",  ,"Animation, Action, Comedy, Family, Fantasy, Sci-Fi",The continuing adventures of the staff of the ghost removal service.
tt1252370,The Real Housewives of Atlanta,"Kandi Burruss, Cynthia Bailey, NeNe Leakes, Phaedra Parks",Scott Dunlop,Reality-TV,"A reality television series focused on the personal and professional lives of several women residing in Atlanta, Georgia."
tt1720601,The Real Housewives of Beverly Hills,"Kyle Richards, Lisa Vanderpump, Kim Richards, Ken Todd","Scott Dunlop, Alex Baskin, Kathleen French, Douglas Ross",Reality-TV,A reality series that follows some of the most affluent women in the country as they enjoy the lavish lifestyle that only Beverly Hills can provide.
tt1411598,The Real Housewives of New Jersey,"Teresa Giudice, Melissa Gorga, Jacqueline Laurita, Joe Giudice",Scott Dunlop,"Drama, Reality-TV","Another installment of Bravo's ""The Real Housewives"" reality show. In this series, they focus on housewives living in New Jersey."
tt1191056,The Real Housewives of New York City,"Ramona Singer, Luann de Lesseps, Sonja Morgan, Bethenny Frankel",Scott Dunlop,Reality-TV,"A fast-paced reality show that follows several incredibly busy and ambitious Manhattan women. Watch as they balance envious social calendars, challenging careers, and motherhood, with the hustle and bustle of the big city all around."
tt0867014,The Real World,"Sue Jay, Michael Rodd, Jackie Spreckley",  ,Documentary,1980's British science program.
tt0101178,The Ren & Stimpy Show,"Billy West, Harris Peet","John Kricfalusi, Bob Camp","Animation, Comedy","Ren, a psychotic Chihuahua, and Stimpson J. Cat, a dimwitted Manx cat who goes by the nickname Stimpy, have a host of unusual adventures."
tt6483832,The Resident,"Matt Czuchry, Emily VanCamp, Manish Dayal, Shaunette Renée Wilson","Amy Holden Jones, Hayley Schore, Roshan Sethi",Drama,"It centers on an idealistic young doctor who begins his first day under the supervision of a tough, brilliant senior resident who pulls the curtain back on all of the good and evil in ..."
tt3597912,The Royals,"William Moseley, Alexandra Park, Jake Maskall, Tom Austen",Mark Schwahn,Drama,Drama about a fictional British royal family in modern day London.
tt0862620,The Sarah Jane Adventures,"Elisabeth Sladen, Daniel Anthony, Alexander Armstrong, Tommy Knight",Russell T. Davies,"Drama, Family, Sci-Fi","Investigative journalist Sarah Jane Smith, with the help of her adopted son, his friends, and an intelligent supercomputer, combats evil alien forces here on Earth."
tt1179817,The Secret Life of the American Teenager,"Shailene Woodley, Ken Baumann, Daren Kagasoff, Megan Park",Brenda Hampton,"Comedy, Drama, Family, Romance","15 year old Amy ends up pregnant after one night at band camp, throwing her whole life upside down. It doesn't help that she's now going to school with that guy."
tt0108921,The Secret World of Alex Mack,"Larisa Oleynik, Meredith Bishop, Darris Love, Michael Blakley","Ken Lipman, Tommy Lynch","Comedy, Drama, Family, Fantasy, Sci-Fi, Thriller",She's Alex Mack. One minute she's walking home...the next there's a crash and she's drenched in some weird chemical! Then she gets powers...
tt0056467,The Seven Deadly Sins,"Danièle Barraud, Jean-Pierre Cassel, Jacques Charrier, Claude Rich","Daniel Boulanger (dialogue), Daniel Boulanger (screenplay), Daniel Boulanger (segment), Claude Chabrol (segment), Jacques Demy (segment), Jean-Luc Godard (segment), Eugène Ionesco (segment), Félicien Marceau (dialogue), Félicien Marceau (screenplay), Félicien Marceau (segment), Claude Mauriac (segment), Roger Peyrefitte (idea), Roger Vadim (segment)",Comedy,"Seven directors each dramatize one of the seven deadly sins in a short film. In ""Anger,"" a domestic argument over a fly in the Sunday soup escalates into nuclear war. In ""Sloth,"" a movie ..."
tt1051220,The Shannara Chronicles,"Austin Butler, Ivana Baquero, Manu Bennett, Aaron Jakubenko","Alfred Gough, Miles Millar","Adventure, Fantasy, Sci-Fi","Series of adventures, war, and evil that occur throughout the history of the Four Lands."
tt0286486,The Shield,"Michael Chiklis, Catherine Dent, Walton Goggins, Michael Jace",Shawn Ryan,"Crime, Drama, Thriller",Follows the lives and cases of a dirty Los Angeles Police Department cop and the unit under his command.
tt0096697,The Simpsons,"Dan Castellaneta, Nancy Cartwright, Harry Shearer, Julie Kavner","James L. Brooks, Matt Groening, Sam Simon","Animation, Comedy",The satiric adventures of a working-class family in the misfit city of Springfield.
tt6048596,The Sinner,"Bill Pullman, Dohn Norwood, Jessica Biel, Christopher Abbott",Derek Simonds,"Crime, Drama, Mystery, Thriller",Anthology series that examines how and why ordinary people commit brutal crimes.
tt0472181,The Smurfs,"Hank Azaria, Neil Patrick Harris, Jayma Mays, Sofía Vergara","J. David Stem (screenplay by), David N. Weiss (screenplay by), Jay Scherick (screenplay by), David Ronn (screenplay by), J. David Stem (story by), David N. Weiss (story by), Peyo (based on characters created by)","Animation, Adventure, Comedy, Family, Fantasy","When the evil wizard Gargamel chases the tiny blue Smurfs out of their village, they tumble from their magical world into New York City."
tt0291172,The Son,"Olivier Gourmet, Morgan Marinne, Isabella Soupart, Nassim Hassaïni","Jean-Pierre Dardenne, Luc Dardenne","Drama, Mystery","A joinery instructor at a rehab center refuses to take a new teen as his apprentice, but then begins to follow the boy through the hallways and streets."
tt0141842,The Sopranos,"James Gandolfini, Lorraine Bracco, Edie Falco, Michael Imperioli",David Chase,"Crime, Drama","New Jersey mob boss Tony Soprano deals with personal and professional issues in his home and business life that affect his mental state, leading him to seek professional psychiatric counseling."
tt4185020,The SPE@K Project,"Indra Aracena, Connor Conard, Demond Cottman, Alexandra Gonzalez",Devan Blackwell,"Short, Drama","The message of 'The SPE@K Project' is that each of us has a voice that needs to be found and heard. When silenced, we become invisible. A moving drama, 'The SPE@K Project' tackles issues (..."
tt5242220,The Story of God with Morgan Freeman,"Morgan Freeman, Amir Hussain, Jodi Magness, Robert Thurman",  ,"Adventure, History","Morgan Freeman presents his quest in order to find how most religions perceive life after death, what different civilizations thought about the act of creation and other big questions that mankind has continuously asked."
tt2654620,The Strain,"Corey Stoll, David Bradley, Kevin Durand, Jonathan Hyde","Guillermo del Toro, Chuck Hogan","Drama, Horror, Thriller",A mysterious viral outbreak with hallmarks of an ancient and evil strain of vampirism ravages the city of New York.
tt2708480,The Terror,"Jared Harris, Tobias Menzies, Paul Ready, Adam Nagaitis","David Kajganich, Max Borenstein, Alexander Woo","Adventure, Drama, History, Horror, Thriller","In 1848, two real life warships, HMS Terror and HMS Erebus, sent on a Royal Naval expedition to find the treacherous Northwest Passage become trapped in ice near Arctic and face starvation, mutiny, cannibalism and a demonic polar bear."
tt4219258,The Testament of Sister New Devil,"Brian Beacock, Kira Buckland, Lauren Landa, Yûichi Nakamura",  ,"Animation, Action, Fantasy, Romance","First-year high school student, Toujo Basara, was suddenly have two beautiful step-sisters adopted by his father. But Mio and Maria's true forms are actually the newbie Demon Lord and a succubus!?"
tt0459159,The Thick of It,"Chris Addison, James Smith, Peter Capaldi, Joanna Scanlan",  ,Comedy,"Set in the corridors of power and spin, the Minister for Social Affairs, is continually harassed by Number 10's policy enforcer and dependent on his not-so-reliable team of civil servants."
tt2712516,The Thundermans,"Kira Kosarin, Jack Griffo, Addison Riecke, Diego Velazquez",Jed Spingarn,"Action, Comedy, Family, Sci-Fi","These siblings with superpowers might be twins, but they are very different indeed."
tt2660734,The Tomorrow People,"Robbie Amell, Peyton List, Luke Mitchell, Aaron Yoo","Greg Berlanti, Phil Klemmer, Julie Plec, Roger Damon Price","Action, Drama, Sci-Fi","Evolved humans with amazing abilities (Teleportation, Telekinesis, Telepathy) are being hunted down by agents of Ultra."
tt0055708,The Tonight Show Starring Johnny Carson,"Ed McMahon, Doc Severinsen, Johnny Carson",  ,"Comedy, Talk-Show",Host Johnny Carson performs comedy routines and chats with various celebrities.
tt0086817,The Transformers,"Frank Welker, Peter Cullen, Corey Burton, Christopher Collins",  ,"Animation, Action, Adventure, Family, Sci-Fi",Two opposing factions of transforming alien robots engage in a battle that has the fate of Earth in the balance.
tt0758790,The Tudors,"Jonathan Rhys Meyers, Henry Cavill, Anthony Brophy, James Frain",Michael Hirst,"Drama, History, Romance, War",A dramatic series about the reign and marriages of King Henry VIII.
tt0052520,The Twilight Zone,Rod Serling,Rod Serling,"Fantasy, Horror, Mystery, Sci-Fi, Thriller","Ordinary people find themselves in extraordinarily astounding situations, which they each try to solve in a remarkable manner."
tt0445912,The Ultimate Fighter,"Dana White, Mike Rowe",  ,"Action, Reality-TV, Sport",Sixteen top mixed martial arts fighters compete for a UFC contract.
tt1312171,The Umbrella Academy,"Ellen Page, Tom Hopper, David Castañeda, Emmy Raver-Lampman",Jeremy Slater,"Action, Adventure, Comedy, Crime, Drama, Fantasy","A disbanded group of superheroes reunites after their adoptive father, who trained them to save the world, dies."
tt0460690,The Unit,"Dennis Haysbert, Regina Taylor, Audrey Marie Anderson, Robert Patrick",David Mamet,"Action, Drama, Thriller, War",Hour long show which looks at the life of American super-secret operators.
tt1405406,The Vampire Diaries,"Paul Wesley, Ian Somerhalder, Kat Graham, Candice King","Julie Plec, Kevin Williamson","Drama, Fantasy, Horror, Mystery, Romance, Thriller","The lives, loves, dangers and disasters in the town, Mystic Falls, Virginia. Creatures of unspeakable horror lurk beneath this town as a teenage girl is suddenly torn between two vampire brothers."
tt0417373,The Venture Bros.,"Christopher McCulloch, James Urbaniak, Doc Hammer, Michael Sinterniklaas",Christopher McCulloch,"Animation, Comedy, Sci-Fi","The bizarre animated escapades of pseudo-heroic scientist Dr. Rusty Venture, his competent, high strung bodyguard, and his two over-enthusiastic sons."
tt0000781,The Viking's Daughter: The Story of the Ancient Norsemen,Florence Lawrence,  ,"Short, Adventure, Drama, Romance","A Saxon prisoner rescues his Viking's captor's daughter, resulting in his freedom and their marriage."
tt1520211,The Walking Dead,"Norman Reedus, Melissa McBride, Andrew Lincoln, Lauren Cohan","Frank Darabont, Angela Kang","Drama, Horror, Sci-Fi, Thriller","Sheriff Deputy Rick Grimes wakes up from a coma to learn the world is in ruins, and must lead a group of survivors to stay alive."
tt0068149,The Waltons,"Jon Walmsley, Mary Beth McDonough, Eric Scott, Judy Norton",Earl Hamner Jr.,"Drama, Family, Romance",The life and trials of a 1930s and 1940s Virginia mountain family through financial depression and World War II.
tt0200276,The West Wing,"Allison Janney, John Spencer, Bradley Whitford, Martin Sheen",Aaron Sorkin,Drama,Inside the lives of staffers in the West Wing of the White House.
tt0306414,The Wire,"Dominic West, John Doman, Deirdre Lovejoy, Wendell Pierce",David Simon,"Crime, Drama, Thriller","Baltimore drug scene, seen through the eyes of drug dealers and law enforcement."
tt0092239,The Worst Witch,"Diana Rigg, Charlotte Rae, Tim Curry, Fairuza Balk","Jill Murphy (book), Mary Pleshette Willis (adaptation)","Comedy, Family, Fantasy, Musical","Mildred is one of the young girls at a prestigious witch academy. She can't seem to do anything right and is picked on by classmates and teachers. The headmistress of the school, Miss ..."
tt0106179,The X-Files,"Gillian Anderson, David Duchovny, Mitch Pileggi",Chris Carter,"Drama, Mystery, Sci-Fi, Thriller","Two F.B.I. Agents, Fox Mulder the believer and Dana Scully the skeptic, investigate the strange and unexplained, while hidden forces work to impede their efforts."
tt3655448,The Young Pope,"Jude Law, Diane Keaton, Silvio Orlando, Javier Cámara",Paolo Sorrentino,Drama,"The beginning of the pontificate of Lenny Belardo, alias Pius XIII, the first American Pope in history."
tt0197182,Third Watch,"Coby Bell, Molly Price, Anthony Ruivivar, Skipp Sudduth","Edward Allen Bernero, John Wells","Action, Crime, Drama","The exploits of a group of men and women who serve the City of New York as police officers, firemen, and paramedics in the fictional 55th Precinct."
tt5555260,This Is Us,"Milo Ventimiglia, Mandy Moore, Sterling K. Brown, Chrissy Metz",Dan Fogelman,"Comedy, Drama, Romance","A heartwarming and emotional story about a unique set of triplets, their struggles, and their wonderful parents."
tt0078701,This Old House,"Kevin O'Connor, Norm Abram, Richard Trethewey, Tom Silva",  ,"Documentary, Reality-TV",The host guides various participants as they repair and renovate various houses.
tt0086815,Thomas & Friends: Big World! Big Adventures!,"Michael Angelis, Michael Brandon, Keith Wickham, Kerry Shale","Britt Allcroft, Philip D. Fehrle, Ross Hastings","Animation, Comedy, Family, Fantasy",This popular series follows the adventures of Thomas the Tank Engine and all of his engine friends on the Island of Sodor.
tt4264096,Those Who Can't,"Maria Thayer, Adam Cayton-Holland, Ben Roy, Andrew Orvedahl","Adam Cayton-Holland, Andrew Orvedahl, Ben Roy",Comedy,"There are teachers who inspire, enlighten, and challenge us. These are not those teachers."
tt1513168,Through the Wormhole,Morgan Freeman,  ,Documentary,"Hosted by Morgan Freeman, Through the Wormhole will explore the deepest mysteries of existence - the questions that have puzzled mankind for eternity. What are we made of? What was there ..."
