IMDB ID,Title,Actors,Writer,Genre,Plot
tt0108783,Gargoyles,"Keith David, Salli Richardson-Whitfield, Jeff Bennett, Frank Welker",Greg Weisman,"Animation, Action, Adventure, Crime, Drama, Family, Fantasy, Mystery, Romance, Thriller",A clan of heroic night creatures pledge to protect modern New York City as they did in Scotland one thousand years earlier.
tt0056758,General Hospital,"Maurice Benard, Steve Burton, Laura Wright, Kelly Monaco","Doris Hursley, Frank Hursley","Crime, Drama, Romance","Families, friends, enemies and lovers experience life-changing events in the large upstate New York city of Port Charles, which has a busy hospital, upscale hotel, cozy diner and dangerous waterfront frequented by the criminal underworld."
tt0995832,Generation Kill,"Alexander Skarsgård, James Ransone, Lee Tergesen, Jon Huertas",  ,"Drama, War","A Rolling Stone reporter, embedded with The 1st Recon Marines chronicles his experiences during the first wave of the American-led assault on Baghdad in 2003."
tt1703957,Genius,"Colin Firth, Jude Law, Nicole Kidman, Laura Linney","John Logan (screenplay by), A. Scott Berg (based on the book 'Max Perkins: Editor of Genius' by)","Biography, Drama","A chronicle of Max Perkins's time as the book editor at Scribner, where he oversaw works by Thomas Wolfe, Ernest Hemingway, F. Scott Fitzgerald and others."
tt1960255,Geordie Shore,"Charlotte Crosby, Chloe Ferry",  ,"Comedy, Drama, Reality-TV, Romance",Reality TV show following eight young men and women as they spend a summer experiencing the highs and lows of Newcastle-upon-Tyne's party scene.
tt0113161,Get Shorty,"John Travolta, Gene Hackman, Rene Russo, Danny DeVito","Elmore Leonard (novel), Scott Frank (screenplay)","Comedy, Crime, Thriller","A mobster travels to Hollywood to collect a debt, and discovers that the movie business is much the same as his current job."
tt1319900,Ghost Adventures,"Zak Bagans, Aaron Goodwin, Billy Tolley, Jay Wasley","Nick Groff, Zak Bagans","History, Sci-Fi, Thriller","Zak Bagans, Aaron Goodwin, Billy Tolley, and Jay Wasley investigate the scariest, most notorious, haunted places in the world."
tt0426697,Ghost Hunters,"Jason Hawes, Steve Gonsalves, Dave Tango, Grant Wilson",  ,Documentary,"This one-hour weekly docu-soap from the creator/executive producer of ""American Chopper"" follows a group of real-life paranormal researchers as they investigate haunted houses throughout ..."
tt0346314,Ghost in the Shell: Stand Alone Complex,"Shirô Saitô, Mary Elizabeth McGlynn, William Knight, Richard Epcar",  ,"Animation, Action, Crime, Sci-Fi, Thriller",The futuristic adventures of a female cyborg counter intelligence agent and her support team.
tt0460644,Ghost Whisperer,"Jennifer Love Hewitt, David Conrad, Camryn Manheim, Christoph Sanders",John Gray,"Drama, Fantasy",A newlywed with the ability to communicate with the earthbound spirits of the recently deceased overcomes skepticism and doubt to help send their important messages to the living and allow the dead to pass on to the other side.
tt6053538,Ghosted,"Adam Scott, Craig Robinson, Ally Walker, Adeel Akhtar","Tom Gormican, Kevin Etten","Comedy, Crime, Horror, Mystery, Sci-Fi, Thriller",A skeptical tough ex-cop is forced to team up with a nerdy scientist and firm believer of the paranormal. They must help a secret L.A.-based government agency deal with unexplained and paranormal occurrences.
tt0057751,Gilligan's Island,"Bob Denver, Alan Hale Jr., Jim Backus, Natalie Schafer",Sherwood Schwartz,"Comedy, Family",Seven men and women are stranded on an uncharted island following a torrential storm.
tt0238784,Gilmore Girls,"Lauren Graham, Alexis Bledel, Keiko Agena, Scott Patterson",Amy Sherman-Palladino,"Comedy, Drama","A dramedy centering around the relationship between a thirtysomething single mother and her teen daughter living in Stars Hollow, Connecticut."
tt5435008,Gilmore Girls: A Year in the Life,"Lauren Graham, Alexis Bledel, Scott Patterson, Kelly Bishop",  ,"Comedy, Drama","Set nearly a decade after the finale of the original series, this revival follows Lorelai, Rory and Emily Gilmore through four seasons of change."
tt0988818,Gintama,"Tomokazu Sugita, Daisuke Sakaguchi, Rie Kugimiya, Kazuya Nakai",  ,"Animation, Action, Comedy, Sci-Fi","In an era where aliens have invaded and taken over feudal Tokyo, an unemployed samurai finds work however he can."
tt2543796,Girl Meets World,"Rowan Blanchard, Ben Savage, Sabrina Carpenter, Peyton Meyer","Michael Jacobs, April Kelly","Comedy, Drama, Family","More than a decade after Boy Meets World (1993), Cory and Topanga Matthews are married and have two children. Their daughter, Riley, faces life lessons through her family, friends, and school--where her father is her history teacher--as her parents did when they were younger."
tt5706996,Girlboss,"Britt Robertson, Ellie Reed, Johnny Simmons, Alphonso McAuley",Kay Cannon,Comedy,"Sophia, a misfit, discovers a passion for fashion, becoming an unlikely businesswoman in the process. As her business grows, however, she has to learn to cope with life as her own boss. This show is loosely based on the true story of Nasty Gal Founder, Sophia Amoruso."
tt1723816,Girls,"Lena Dunham, Allison Williams, Jemima Kirke, Adam Driver",Lena Dunham,"Comedy, Drama",A comedy about the experiences of a group of girls in their early 20s.
tt1327801,Glee,"Chris Colfer, Jane Lynch, Lea Michele, Matthew Morrison","Ian Brennan, Brad Falchuk, Ryan Murphy","Comedy, Drama, Music, Musical",A group of ambitious misfits try to escape the harsh realities of high school by joining a glee club.
tt5770786,GLOW,"Alison Brie, Betty Gilpin, Sydelle Noel, Britt Baron","Liz Flahive, Carly Mensch","Comedy, Drama, Sport",A look at the personal and professional lives of a group of women who perform for a wrestling organization in Los Angeles during the 1980s.
tt7948998,God Friended Me,"Violett Beane, Brandon Micheal Hall, Suraj Sharma, Javicia Leslie","Steven Lilien, Bryan Wynbrandt","Comedy, Drama",An atheist's life is turned upside down when God adds him as a friend on Facebook.
tt5516154,Godless,"Jack O'Connell, Michelle Dockery, Scoot McNairy, Merritt Wever",  ,"Drama, Western","In the 1880s American West murderous outlaw gang leader Frank Griffin hunts for ex-protege Roy Goode. Frank's chase leads him to La Belle, New Mexico - a town inhabited, after a mining disaster, almost entirely by women."
tt0892856,Gold Rush,"Elton LeBlanc, Jason Medwin, Tracy Metro, Mark Steines",  ,Game-Show,  
tt2049116,Gomorrah,"Marco D'Amore, Salvatore Esposito, Fortunato Cerlino, Cristina Donadio","Leonardo Fasoli, Stefano Bises, Roberto Saviano, Ludovica Rampoldi, Giovanni Bianconi","Crime, Drama, Thriller",Ciro disregards tradition in his attempt to become the next boss of his crime syndicate. The internal power struggle puts him and his entire family's life at risk.
tt4855114,Good Behavior,"Michelle Dockery, Juan Diego Botto, Terry Kinney, Lusia Strus","Blake Crouch, Chad Hodge","Crime, Drama, Mystery, Thriller","Letty Raines is a thief and con artist whose life is always one wrong turn, one bad decision, from implosion. Which is just how she likes it. Fresh out of prison, she's attempting to stay ..."
tt0344651,Good Eats,Alton Brown,Alton Brown,"Documentary, Comedy","Pop culture, comedy, and plain good eating: host Alton Brown explores the origins of ingredients, decodes culinary customs and presents food and equipment trends. Punctuated by unusual ..."
tt6474378,Good Girls,"Christina Hendricks, Retta, Reno Wilson, Lidya Jewett",Jenna Bans,"Comedy, Crime, Drama",Three suburban mothers suddenly find themselves in desperate circumstances and decide to stop playing it safe and risk everything to take their power back.
tt1415889,Good Luck Charlie,"Bridgit Mendler, Leigh-Allyn Baker, Bradley Steven Perry, Mia Talerico","Phil Baker, Drew Vaupen","Comedy, Drama, Family","The Duncan family are adjusting to the surprise birth of their fourth child, Charlie. When parents Amy and Bob return to work they put their latest addition in the care of her three older siblings."
tt0070991,Good Times,"Ja'net DuBois, Ralph Carter, BernNadette Stanis, Jimmie Walker","Mike Evans, Norman Lear, Eric Monte",Comedy,A poor family make the best of things in the Chicago housing projects.
tt7820906,Good Trouble,"Maia Mitchell, Cierra Ramirez, Zuri Adele, Sherry Cola","Bradley Bredeweg, Joanna Johnson, Peter Paige","Comedy, Drama, Romance",Callie and Mariana Foster move to Los Angeles and begin their lives as young adults.
tt3906732,Good Witch,"Catherine Bell, Bailee Madison, Catherine Disher, James Denton","Craig Pryce, Sue Tenney","Comedy, Drama, Fantasy","""Good Witch"" will take viewers on a new magical journey with Cassie Nightingale and her daughter Grace. When Dr. Sam Radford moves in next door to Grey House with his son, they are charmed by the 'magical' mother-daughter duo."
tt0103428,Goof Troop,"Rob Paulsen, April Winchell, Jim Cummings, Bill Farmer",  ,"Animation, Comedy, Family, Music","The classic Disney character, Goofy is a single father raising his son, Max in Spoonerville. Pete, a frequent antagonist from the old cartoons, lives next door with his family."
tt1051904,Goosebumps,"Jack Black, Dylan Minnette, Odeya Rush, Ryan Lee","Darren Lemke (screenplay by), Scott Alexander (story by), Larry Karaszewski (story by), R.L. Stine (based on the ""Goosebumps"" books written by)","Adventure, Comedy, Family, Fantasy, Horror","A teenager teams up with the daughter of young adult horror author R. L. Stine after the writer's imaginary demons are set free on the town of Madison, Delaware."
tt0397442,Gossip Girl,"Blake Lively, Leighton Meester, Penn Badgley, Chace Crawford","Stephanie Savage, Josh Schwartz","Drama, Romance",Privileged teens living on the Upper East Side of New York can hide no secret from the ruthless blogger who is always watching.
tt3749900,Gotham,"Ben McKenzie, Donal Logue, David Mazouz, Sean Pertwee",Bruno Heller,"Action, Crime, Drama, Mystery, Sci-Fi, Thriller",The story behind Detective James Gordon's rise to prominence in Gotham City in the years before Batman's arrival.
tt3609352,Grace and Frankie,"Jane Fonda, Lily Tomlin, Sam Waterston, Martin Sheen","Marta Kauffman, Howard J. Morris",Comedy,"Finding out that their husbands are not just work partners, but have also been romantically involved for the last twenty years, two women with an already strained relationship try to cope with the circumstances together."
tt2393813,Graceland,"Daniel Sunjata, Aaron Tveit, Vanessa Ferlito, Manny Montana",Jeff Eastin,"Action, Crime, Drama","A rookie FBI agent is sent to a house for undercover agents in Southern California, where he is trained by a former legend FBI agent."
tt0022958,Grand Hotel,"Greta Garbo, John Barrymore, Joan Crawford, Wallace Beery","Vicki Baum (by), William Absalom Drake (play)","Drama, Romance",A group of very different individuals staying at a luxurious hotel in Berlin deal with each of their respective dramas.
tt3747572,Grantchester,"Robson Green, Tessa Peake-Jones, Al Weaver, James Norton",Daisy Coulam,"Crime, Drama, Mystery",A Cambridgeshire clergyman finds himself investigating a series of mysterious wrongdoings in his small village of Grantchester.
tt1865718,Gravity Falls,"Jason Ritter, Alex Hirsch, Kristen Schaal, Linda Cardellini",Alex Hirsch,"Animation, Adventure, Comedy, Family, Fantasy, Mystery, Sci-Fi",Twin siblings Dipper and Mabel Pines spend the summer at their uncle's tourist trap in the enigmatic town of Gravity Falls.
tt4955480,Great News,"Briga Heelan, Andrea Martin, Adam Campbell, Nicole Richie",Tracey Wigfield,Comedy,"A New Jersey mom puts her relationship with her daughter to the test when she lands an internship at her new job, which comes with many challenges."
tt0976014,Greek,"Clark Duke, Scott Michael Foster, Spencer Grammer, Paul James",Patrick Sean Smith,"Comedy, Drama","Freshman Rusty Cartwright arrives at college and decides he no longer wants to be the boring geek from high school. He decides to pledge a fraternity. He is offered 2 bids; one from his sister's boyfriend Evan's fraternity and one from Cappie, his sister's ex-boyfriend's fraternity. Rusty must learn to handle his new life, and his new relationship with his sister. His sister must decide if she ..."
tt0058808,Green Acres,"Eddie Albert, Eva Gabor, Tom Lester, Pat Buttram",Jay Sommers,"Comedy, Family",A New York City attorney and his wife attempt to live as genteel farmers in the bizarre community of Hooterville.
tt1724587,Green Lantern: The Animated Series,"Josh Keaton, Kevin Michael Richardson, Jason Spisak, Grey Griffin",  ,"Animation, Action, Adventure, Family, Sci-Fi",The further adventures of Hal Jordan and his comrades of the Green Lantern Corps.
tt6076336,Greenhouse Academy,"Ariel Mortman, Finn Roberts, Chris O'Neal, Dallas Hart",Giora Chamizer,Drama,"Almost a year after their astronaut mother's tragic death, brother and sister Hayley and Alex Woods begin to attend an elite boarding school for future leaders. However they soon realise that everything is not as it seems."
tt4971144,Greenleaf,"Merle Dandridge, Kim Hawthorne, Desiree Ross, Lamman Rucker",Craig Wright,Drama,"The unscrupulous world of the Greenleaf family and their sprawling Memphis megachurch, dark secrets and lies."
tt5341430,Grimgar of Fantasy and Ash,"Ricco Fajardo, Jarrod Greene, Orion Pitts, Jeannie Tirado",  ,"Animation, Adventure, Drama, Fantasy","Haruhiro suddenly wakes up, with no memory but his name. There are a lot of people around, but noone seems to know anything. Haruhiro forms a party of some of the people and start exploring."
tt1830617,Grimm,"David Giuntoli, Russell Hornsby, Silas Weir Mitchell, Sasha Roiz","Stephen Carpenter, David Greenwalt, Jim Kouf","Drama, Fantasy, Horror, Mystery",A homicide detective discovers he is a descendant of hunters who fight supernatural forces.
tt7018644,Grown-ish,"Yara Shahidi, Trevor Jackson, Francia Raisa, Emily Arlook","Kenya Barris, Larry Wilmore",Comedy,"A spinoff of ABC's ""Black-ish,"" Zoey Johnson is off to college and must live outside the nest, dealing with drugs, sex, and relationships along the way."
tt5376862,Guilt,"Daisy Head, Emily Tremaine, Cristian Solimeno, Naomi Ryan","Nichole Millard, Kathryn Price",Drama,An American college student living in London becomes the prime suspect in her roommate's gruesome murder.
tt2122656,Guilty Crown,"Yûki Kaji, Ai Kayano, Kana Hanazawa, Kate Bristol",  ,"Animation, Action, Romance, Sci-Fi","After the outbreak of the unidentified virus ""Lost Christmas"" in 2029, Japan has been under the control of a multi-nation organization called GHQ. Ohma Shu is a 17 year old boy who has a ..."
tt6128262,Gunpowder,"Kit Harington, Liv Tyler, Edward Holcroft, Shaun Dooley",  ,"Drama, History",British activist Guy Fawkes and a group of provincial English Catholics plan to blow up the House of Lords and kill King James I in the early 17th century.
tt0377184,"Gunpowder, Treason & Plot","Vulpe Adrian, Carmen Ungureanu, Clémence Poésy, Tadeusz Pasternak",Jimmy McGovern,"Drama, History","Mini series depicting the turbulent and bloody reigns of Scottish monarchs Mary, Queen of Scots and her son King James VI of Scotland who became King James I of England and foiled the Gunpowder Plot."
tt2645500,Haganai: I Don't Have Many Friends,"Ryohei Kimura, Marina Inoue, Kanae Itô, Nozomi Yamamoto",  ,"Animation, Comedy, Drama","A friendless teenager, feared by his fellow classmates, joins a club hoping to finally make some friends."
tt2543312,Halt and Catch Fire,"Lee Pace, Scoot McNairy, Mackenzie Davis, Kerry Bishé","Christopher Cantwell, Christopher C. Rogers",Drama,Follows some players in the 80s technological revolution that lead to information society.
tt0451460,Handy Manny,"Wilmer Valderrama, Dee Bradley Baker, Tom Kenny, Nancy Truman","Roger Bollen, Marilyn Sadler, Richard Gitelson","Animation, Family","A show about handyman Manny Garcia and his helpful talking tools, who make repairs and fix problems in the small town of Sheetrock Hills."
tt0493093,Hannah Montana,"Miley Cyrus, Emily Osment, Jason Earles, Billy Ray Cyrus","Rich Correll, Barry O'Brien, Michael Poryes","Comedy, Family, Music",Adventures of a teenage pop star who keeps her identity secret from even her closest friends by using a disguise on-stage.
tt2243973,Hannibal,"Hugh Dancy, Mads Mikkelsen, Caroline Dhavernas, Laurence Fishburne",Bryan Fuller,"Crime, Drama, Horror, Mystery, Thriller","Explores the early relationship between the renowned psychiatrist and his patient, a young FBI criminal profiler, who is haunted by his ability to empathize with serial killers."
tt3729898,Hap and Leonard,"James Purefoy, Michael Kenneth Williams, Tiffany Mack, Cranston Johnson","Nick Damici, Jim Mickle","Crime, Drama, Thriller","Set in the late 1980's Hap and Leonard is a darkly comic swamp noir of two best friends, one femme fatale, a crew of washed up revolutionaries, a pair of murderous psycho killers, some lost loot, and the fuzz."
tt1587678,Happy Endings,"Eliza Coupe, Elisha Cuthbert, Zachary Knighton, Adam Pally",David Caspe,"Comedy, Romance","This Chicago-set sitcom follows the intertwined lives of six young urbanites trying to learn the ropes of adulthood. Through breakups and whatever other curve-balls life throws them, the pals stick together."
tt0770762,Happy Tree Friends,"David Winn, Ellen Connell, Warren Graff, Kenn Navarro","Rhode Montijo, Kenn Navarro, Aubrey Ankrum","Animation, Comedy, Horror",A series of horrible sudden deaths keep happening to a group of creatures caused by themselves doing the most stupid things.
tt3428912,Happy Valley,"Sarah Lancashire, Siobhan Finneran, Shane Zaza, Charlie Murphy",Sally Wainwright,"Crime, Drama",Catherine Cawood is the sergeant on duty when flustered and nervous accountant Kevin Weatherill comes into her West Yorkshire station to report a crime.
tt2452242,Happy!,"Christopher Meloni, Patton Oswalt, Medina Senghore, Lili Mirojnick","Grant Morrison, Brian Taylor","Comedy, Crime, Fantasy, Mystery, Thriller",An injured hitman befriends his kidnapped daughter's imaginary friend - a perky blue flying unicorn.
tt5761478,Harlots,"Samantha Morton, Lesley Manville, Jessica Brown Findlay, Dorothy Atkinson","Moira Buffini, Alison Newman",Drama,Brothel owner Margaret Wells struggles to raise her daughters in London during the 18th century.
tt1232320,Harper's Island,"Elaine Cassidy, Christopher Gorham, Matt Barr, Gina Holden",Ari Schlossberg,"Drama, Horror, Mystery, Thriller","Harper's Island was once the scene of a gruesome series of murders. Now, seven years later, family and friends gather on the island for a wedding, but one by one they begin to die."
tt7242816,Harrow,"Ioan Gruffudd, Ella Newton, Mirrah Foulkes, Remy Hii","Stephen M. Irwin, Leigh McGrath",Drama,"Harrow tells the story of Dr. Daniel Harrow, a forensic pathologist with a total disregard for authority."
tt1832979,Hart of Dixie,"Rachel Bilson, Jaime King, Cress Williams, Wilson Bethel",Leila Gerstein,"Comedy, Drama, Romance","New Yorker and new doctor Zoe Hart accepts an offer from a stranger, Dr. Harley Wilkes, to work in his medical practice in Bluebell, Alabama. She arrives to find he has died and left half the practice to her in his will."
tt0078622,Hart to Hart,"Robert Wagner, Stefanie Powers, Lionel Stander",Sidney Sheldon,"Action, Adventure, Crime, Mystery, Romance",The globe-trotting adventures of amateur detectives Jonathan and Jennifer Hart.
tt1519931,Haven,"Emily Rose, Lucas Bryant, Eric Balfour, Richard Donat","Jim Dunn, Sam Ernst","Crime, Drama, Fantasy, Horror, Mystery, Sci-Fi, Thriller","Many in the coastal town of Haven, Maine have a dormant curse or ""trouble"" that could trigger at any time for any reason. FBI agent Audrey Parker, the sheriff and the town's black sheep must deal with the troubles' deadly effects."
tt1600194,Hawaii Five-0,"Alex O'Loughlin, Scott Caan, Daniel Dae Kim, Grace Park","Peter M. Lenkov, Leonard Freeman, Alex Kurtzman, Roberto Orci","Action, Crime, Drama","Steve McGarrett returns home to Oahu, in order to find his father's killer. The Governor offers him the chance to run his own task force (Five-0)."
tt1094229,Heartland,"Amber Marshall, Shaun Johnston, Graham Wardle, Chris Potter",  ,"Drama, Family","A multi-generational saga set in Alberta, Canada and centered on a family getting through life together in both happy and trying times."
tt1528567,Heaven's Lost Property,"Jamie Marchi, Brittney Karbowski, Saori Hayami, Terri Doty",  ,"Animation, Action, Comedy, Fantasy, Sci-Fi","Girl-crazy Tomoki's quiet life gets turned upside down when beautiful, winged Ikaros falls from the sky -- and starts calling him master."
tt2758950,Helix,"Billy Campbell, Kyra Zagorsky, Mark Ghanimé, Jordan Hayes",Cameron Porsandeh,"Horror, Mystery, Sci-Fi, Thriller",A team of scientists are thrust into a potentially life-or-death situation when they arrive in the Arctic to secretly investigate what could be an outbreak of a strange disease in a secluded international research facility.
tt1699748,Hell on Wheels,"Anson Mount, Colm Meaney, Robin McLeavy, Phil Burke","Joe Gayton, Tony Gayton","Drama, Western","The Civil War is past, but former Confederate soldier Cullen Bohannon can't put it behind him. Fresh are the memories of the death of his wife, killed at the hands of the Union soldiers, an act that sets him on a course of revenge."
tt0325547,Hellsing,"Jôji Nakata, Yoshiko Sakakibara, Fumiko Orikasa, Steven Brand",Kohta Hirano,"Animation, Action, Comedy, Drama, Fantasy, Horror, Mystery, Thriller","A British taskforce, lead by the daughter of the vampire hunter Prof. Van Helsing, battles the supernatural with the aid of two vampires."
tt0495212,Hellsing Ultimate,"Katie Gray, Crispin Freeman, Victoria Harwood, Ralph Lister",Kohta Hirano,"Animation, Action, Comedy, Drama, Fantasy, Horror, Mystery, Thriller","The vampire Alucard, his master Sir Integra Fairbrook Wingates Hellsing, and his newly sired ward Seras Victoria, try to protect England from a war-crazed SS-Major who seeks to start an eternal war with his vampire army."
tt2309295,Hemlock Grove,"Famke Janssen, Bill Skarsgård, Landon Liboiron, Joel de la Fuente","Brian McGreevy, Lee Shipman","Horror, Mystery, Thriller","Secrets are just part of daily life in the small Pennsylvania town of Hemlock Grove,where the darkest evils hide in plain sight."
tt3596174,Henry Danger,"Jace Norman, Cooper Barnes, Riele Downs, Sean Ryan Fox","Dana Olsen, Dan Schneider, Dana Olsen","Action, Comedy, Family, Sci-Fi","Looking for a part-time job, 13-year-old Henry Hart finds himself helping super hero Captain Man as his sidekick, keeping the secret from his family and friends."
tt0813715,Heroes,"Jack Coleman, Hayden Panettiere, Milo Ventimiglia, Masi Oka",Tim Kring,"Drama, Fantasy, Sci-Fi, Thriller",Common people discover that they have super powers. Their lives intertwine as a devastating event must be prevented.
tt3556944,Heroes Reborn,"Jack Coleman, Zachary Levi, Robbie Kay, Kiki Sukezane",Tim Kring,"Drama, Fantasy, Sci-Fi, Thriller","A year ago, a terrorist attack in Odessa, Texas, left the city decimated. Blamed for the tragic event, those with extraordinary abilities are in hiding or on the run from those with nefarious motives."
tt0115200,Hey Arnold!,"Francesca Marie Smith, Jamil Walker Smith, Dan Castellaneta, Justin Shenkarow","Craig Bartlett, Steve Viksten, Joe Ansolabehere","Animation, Comedy, Drama, Family","The everyday life of Arnold, a 4th-grader in a nameless city that resembles Brooklyn, New York, who lives in a multi-racial boarding house with his grandparents and a motley assortment of neighbors and friends."
tt2230051,High School DxD,"Jamie Marchi, Yûki Kaji, Azumi Asakura, Yôko Hikasa",  ,"Animation, Action, Comedy, Fantasy, Romance","After being killed on his first date, idiotic and perverted Issei Hyodo is resurrected as a demon by Rias Gremory only to be recruited into her club of high-class devils."
tt1685401,Highschool of the Dead,"Jun'ichi Suwabe, Marina Inoue, Eri Kitamura, Miyuki Sawashiro",  ,"Animation, Action, Drama, Horror, Romance, Thriller",High school students are overwhelmed with the start of the zombie apocalypse.
tt0086730,Highway to Heaven,"Michael Landon, Victor French",Michael Landon,"Drama, Fantasy","A probationary angel, sent back to Earth, teams with an ex-cop to help people."
tt0081873,Hill Street Blues,"Daniel J. Travanti, Michael Warren, Bruce Weitz, James Sikking","Steven Bochco, Michael Kozoll",Drama,The lives and work of the staff of an inner city police precinct.
tt2575968,Hinterland,"Richard Harrington, Mali Harries, Alex Harries, Hannah Daniel",  ,"Crime, Drama, Mystery","A noir crime drama set in Aberystwyth, Wales, where troubled DCI Tom Mathias solves murders while searching for redemption."
tt6220550,Hip Whip Girl: Keijo!!!!!!,"Lynn, Mao Ichimichi, Kaede Hondo, Saori Oonishi",  ,"Animation, Action, Sport","Young girls participate in a gambling sport known as ""Keijo"", in which contestants stand on floating platforms and must push each other off using their breasts and buttocks."
tt0101120,Home Improvement,"Tim Allen, Earl Hindman, Taran Noah Smith, Zachery Ty Bryan","Carmen Finestra, David McFadzean, Matt Williams","Comedy, Family","The daily trials and tribulations of Tim ""The Tool Man"" Taylor, a television show host raising three mischievous boys with help from his loyal co-host, loving wife, and eccentric neighbor."
tt1796960,Homeland,"Claire Danes, Mandy Patinkin, Rupert Friend, F. Murray Abraham","Alex Gansa, Howard Gordon","Crime, Drama, Mystery, Thriller",A bipolar CIA operative becomes convinced a prisoner of war has been turned by al-Qaeda and is planning to carry out a terrorist attack on American soil.
tt1934673,Homicide Hunter: Lt. Joe Kenda,"Josh Casaubon, Joe Kenda, Carl Marino, Sandra Mann",  ,"Documentary, Crime",Lt. Joe Kenda solves cases.
tt1583607,Hot in Cleveland,"Valerie Bertinelli, Jane Leeves, Wendie Malick, Betty White",Suzanne Martin,Comedy,"Three 40-something best friends from Los Angeles are flying to Paris when their plane makes an emergency landing in Cleveland. Realizing that all the norms from Los Angeles don't apply anymore, they decide to celebrate a city that values real women and stay where they're still considered hot."
tt0412142,House,"Hugh Laurie, Omar Epps, Robert Sean Leonard, Jesse Spencer",David Shore,"Drama, Mystery",An antisocial maverick doctor who specializes in diagnostic medicine does whatever it takes to solve puzzling cases that come his way using his crack team of doctors and his wits.
tt1856010,House of Cards,"Robin Wright, Michael Kelly, Kevin Spacey, Justin Doescher",Beau Willimon,Drama,A Congressman works with his equally conniving wife to exact revenge on the people who betrayed him.
tt1797404,House of Lies,"Don Cheadle, Kristen Bell, Ben Schwartz, Josh Lawson",Matthew Carnahan,"Comedy, Drama","A subversive, scathing look at a self-loathing management consultant from a top-tier firm. Marty, a highly successful, cutthroat consultant is never above using any means (or anyone) necessary to get his clients the information they want."
tt0460649,How I Met Your Mother,"Josh Radnor, Jason Segel, Cobie Smulders, Neil Patrick Harris","Carter Bays, Craig Thomas","Comedy, Romance","A father recounts to his children, through a series of flashbacks, the journey he and his four best friends took leading up to him meeting their mother."
tt0835010,How It's Made,Brooks T. Moore,  ,Documentary,Television series that documents how various everyday products are made.
tt1832668,How the Universe Works,"Phil Plait, Michelle Thaller, Mike Rowe, Lawrence Krauss",  ,Documentary,"A users guide to the cosmos from the big bang to galaxies, stars, planets and moons. Where did it all come from and how does it all fit together. A primer for anyone who has ever looked up at the night sky and wondered."
tt3205802,How to Get Away with Murder,"Viola Davis, Billy Brown, Jack Falahee, Aja Naomi King",Peter Nowalk,"Crime, Drama, Mystery, Thriller",A group of ambitious law students and their brilliant criminal defense professor become involved in a twisted murder plot that promises to change the course of their lives.
tt8009602,Huge in France,"Matthew Del Negro, Erinn Hayes, Scott Keiji Takeda, Jordan Ver Hoeve","Gad Elmaleh, Andrew Mogel, Jarrad Paul",  ,Gad is a hugely famous comedian...In France.
tt1439741,Human Target,"Mark Valley, Chi McBride, Jackie Earle Haley, Indira Varma",Jonathan E. Steinberg,"Action, Adventure, Crime, Drama, Thriller",An unique bodyguard protects his clients by secretly infiltrating their lives in order to draw out and eliminate threats.
tt4122068,Humans,"Katherine Parkinson, Gemma Chan, Lucy Carless, Tom Goodman-Hill",  ,"Drama, Sci-Fi",In a parallel present where the latest must-have gadget for any busy family is a 'Synth' - a highly-developed robotic servant that's so similar to a real human it's transforming the way we live.
tt2098220,Hunter x Hunter,"Megumi Han, Mariya Ise, Issei Futamata, Cristina Valenzuela",Yoshihiro Togashi,"Animation, Action, Adventure, Comedy, Fantasy","Gon Freecss aspires to become a Hunter, an exceptional being capable of greatness. With his friends and his potential, he seeks for his father who left him when he was younger."
tt0379632,Hustle,"Robert Glenister, Robert Vaughn, Rob Jarvis, Adrian Lester",Tony Jordan,"Crime, Drama, Mystery",A motley group of London con artists pulls off a series of daring and intricate stings.
tt2340841,Hyouka,"Yûichi Nakamura, Satomi Sato, Felecia Angelle, Tia Lynn Ballard",  ,"Animation, Comedy, Drama, Mystery, Romance","Houtarou is usually quite apathetic, however his sister forced him to join the classic literature club. Once there he discovers some information regarding an incident surrounding one of the..."
tt0348943,I Am Not an Animal,"Amelia Bullmore, Steve Coogan, Julia Davis, Kevin Eldon",  ,"Animation, Comedy, Sci-Fi","Five animals (a horse, rat, monkey, sparrow and a cat) that can think and speak are released by animal rights activists and must try to survive in the world."
tt7186588,I Am the Night,"Chris Pine, India Eisley, Jefferson Mays, Leland Orser",  ,"Drama, Mystery",A teenage girl and a disgraced journalist find themselves drawn into a web of secrets revolving around 1950s Los Angeles' most infamous cold case.
tt0058815,I Dream of Jeannie,"Barbara Eden, Larry Hagman, Bill Daily, Hayden Rorke",Sidney Sheldon,"Comedy, Family, Fantasy",A United States astronaut finds his life vastly complicated when he stumbles on to a bottle containing a female genie.
tt0043208,I Love Lucy,"Lucille Ball, Desi Arnaz, Vivian Vance, William Frawley",  ,"Comedy, Family",A daffy woman constantly strives to become a star along with her bandleader husband and gets herself in the strangest situations.
tt0972534,iCarly,"Miranda Cosgrove, Jerry Trainor, Jennette McCurdy, Nathan Kress",Dan Schneider,"Comedy, Family, Romance","Carly hosts her own home-grown web show, iCarly, Carly and sidekick Sam's regular Web casts ultimately feature everything from comedy sketches and talent contests to interviews, recipes, and problem-solving."
